"indicatorID";"indicatorLabel";"country_iso3";"countryLabel";"year";"value";"note"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"SUR";"Suriname";"2016";"4"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"SVK";"Slovakia";"2016";"N/A"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"SWE";"Sweden";"2016";"3.3"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"SWZ";"Swaziland";"2016";"2.4"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"SYR";"Syrian Arab Republic";"2016";"4"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"TCD";"Chad";"2016";"3.2"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"THA";"Thailand";"2016";"3.4"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"TJK";"Tajikistan";"2016";"N/A"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"TKM";"Turkmenistan";"2016";"3.9"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"TLS";"Timor-Leste";"2016";"2.7"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"TUR";"Turkey";"2016";"3.1"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"TZA";"Tanzania";"2016";"1.1"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"UGA";"Uganda";"2016";"1.6"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"UKR";"Ukraine";"2016";"N/A"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"URY";"Uruguay";"2016";"3.9"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"USA";"United States of America";"2016";"2.4"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"UZB";"Uzbekistan";"2016";"4"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"VEN";"Venezuela";"2016";"1.3"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"VNM";"Vietnam";"2016";"2.8"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"YEM";"Yemen";"2016";"3.88889"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"ZAF";"South Africa";"2016";"1.8"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"ZMB";"Zambia";"2016";"2.1"
"LMM-LSIC-11AVIP";"Average score for the ten indicators of the legal security of indigenous and community lands - Indigenous People";"ZWE";"Zimbabwe";"2016";"2.7"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"AGO";"Angola";"2015";"3";"Unequal status with private rights. Security only through issue of formal right and which excludes most rangeland and all forest. Title is positively without transformation into non-customary form."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"AUS";"Australia";"2015";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BFA";"Burkina Faso";"2015";"1";"Laws recognise unregistered customary rights as legitimate rights of possession with equity with non-customary rights but no statement as to whether requires formalization (certificate) for full equity. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BOL";"Bolivia";"2015";"1";"PIOC, ICO, and PC are recognized by the Constitution. Their customary rights on the land are recognized, protected, and guaranteed. Recognition of legal standing exists but in practice there are certain limitations for the exercise of their rights"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BRA";"Brazil";"2015";"1";"Areas occupied by the remnants of the Quilombo communities are recognized. Definitive ownership, demarcation, and titling are stated as the government's duty. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BWA";"Botswana";"2015";"2";"Positive early legal attempt(1968) to secure customary rights but flawed; e.g. law vests title in Boards, not in communities; no recognition of collective ownership; customary rights definitively use rights not ownership. ."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"CAN";"Canada";"2015";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"COD";"Democratic Republic of the Congo";"2015";"N/A";"N/A"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"COL";"Colombia";"2015";"1";"Communities recognized are indigenous, black, afrocolombian, 'raizales' and 'palenqueras'. Collective property is recognized over areas customarily occupied. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"DZA";"Algeria";"2015";"3";"To obtain equal tenure security with private land (melk) agro-pastoral groups must form legal entities and demonstrate development of arable lands. Certificate of Possession can then be converted into Certificate of Ownership."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ERI";"Eritrea";"2015";"4";"A level playing field in that while state owns all land, citizens equally eligible for lifetime usufruct for houses & arable farms. No provision for communal agro-pastoral or pastoral tenure, although local access definable on village area basis. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"GRL";"Greenland";"2015";"N/A";"Community land is a subject-matter which is not recognized by Greenlandic law."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"IDN";"Indonesia";"2015";"2";"Communities can form rural forest institutions, collectives or partnerships, and manage/ utilize exploitation rights/ business licenses to forest resources; however the law does not grant communities a proprietary right to the forest area."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"IND";"India";"2015";"2";"Under the FRA 2006, Scheduled Tribes and other traditional forest dwellers are granted the right to hold and live in forest land. However, these rights do not extend beyond forest lands."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"KAZ";"Kazakhstan";"2015";"4";"Federal legislation only provides for government and private ownership rights. The laws are silent on community land rights."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"KEN";"Kenya";"2015";"1";"Constitution & Land Act provide for community land as one of three landholding classes with equal force & effect. Customary rights also given equal recognition & protection with freehold & leasehold rights."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"LSO";"Lesotho";"2015";"2";"Unstated but implied equivalency of customary rights with leases given high status of customary rights to land (land owned by nation). Limited provision for other than for registered entities to own rights in common. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"MEX";"Mexico";"2015";"2";"Ejidos land is divided into three classifications, and the degree of ownership and management depends on the classification, but the law provides for ownership of ejido lands. However, ownership is vested in assemblies."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"MNG";"Mongolia";"2015";"3";"The law only allocates private ownership of land to citizens-families for family needs, agriculture purposes or other purposes, but herders are allocated possession contracts to pastureland."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"MWI";"Malawi";"2015";"3";"Recognizes customary lands but as permissive occupation as governed by traditional authorities & customary law. Land law vests customary land in the President, empowers Minister to declare by notice as public land or to privatize for agricultural development purposes.   "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"NAM";"Namibia";"2015";"3";"Communal lands vested in Government, allowing customary owners to register customary use right to the land only. Unequal as freehold rights are vested in citizens not state. Poor provision for collective rights. Law firmly focused on individuals."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"PER";"Peru";"2015";"1";"Recognized communities: coastal peasant communities, sierra peasant communities, and native communities of the jungle (Law 26505 Art. 10). They are recognized as entities under the law with guaranteed property rights over their lands. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"PHL";"Philippines";"2015";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"RUS";"Russia";"2015";"N/A";"Not applicable"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SDN";"Sudan";"2015";"4";"Since 1970  customary rights reduced to occupancy on Government property, but with potential to register usufruct rights. No progress on commitments of 2005 Peace Agreement &  2005 Constitution to remedy."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SSD";"South Sudan";"2015";"1";"Constitution provides for community land  with private & public land. Land Act stipulates customary rights including those held in common have equal force as freehold or leasehold rights. Recognition of community lands a key principle."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SWZ";"Swaziland";"2015";"2";"Strong legal equivalency for customary law affecting c.54% of land with Roman Dutch Common Law provisions affecting Title Deed Land (46%). Main limitations are King's extreme authority & lack of guiding statutes for customary tenure."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"TCD";"Chad";"2015";"4";"Customary rights are permissive occupancy on state lands and with no distinction between customary property and wastelands (terres sans maîtres)."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"THA";"Thailand";"2015";"3";"The Constitution establishes that communities shall have the right to participate in the management, maintenance and exploitation of natural resources. Community Land Use Permits granted since 2011, but no community ownership rights are granted."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"TZA";"Tanzania";"2015";"1";"Law explicit that lawful occupation of land either granted by the state or under customary tenure 'shall be deemed to be property', and that a granted and customary right have the same legal status and effect."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"UGA";"Uganda";"2015";"1";"Land vested in citizens. Customary tenure accorded equivalent legal force & effect as freehold, leasehold and mailo tenure systems."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"USA";"United States of America";"2015";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ZMB";"Zambia";"2015";"2";"Customary land explicitly provided for, recognized as existing and protected. However, defined as a right of use and occupation under customary law, not ownership and unable to be formalized in a title."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ZWE";"Zimbabwe";"2015";"3";"Customary rights defined as occupation and use rights only, land itself is vested in President, governed by him and District Councils with absolute powers, but with admission of customary law and powers of appointed traditional authorities in allocation."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ALA";"Aland Islands";"2016";"2";"The law states that the Aland Islands are autonomous and the Aland Parliament shall represent the people of the Aland Islands in matters relating to its autonomy. However, ownership rights are limited to the Aland Islands and not other parts of Finland and decision-making power is granted to the Aland Parliament."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"AUT";"Austria";"2016";"2";"Austria's federal skeletal law (corridor constitutional principle 1951) establishes rights to common property, but the details of these rights are established through state-level legislation (LandMark's legal assessment, however, is limited to federal legislation). Communities with rights over common pasture land are organized as corporations."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BEL";"Belgium";"2016";"N/A";"Researcher could not find evidence of ""indigenous"" or ""community"" land in Belgium that falls within LandMark's definition of these terms."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BGD";"Bangladesh";"2016";"4";"Statutory laws are silent on whether communities have legal rights to land."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BGR";"Bulgaria";"2016";"4";"The national level law does not explicitly grant rural communities rights to community forests in Bulgaria. Control and management of community forests is vested in municipalities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BLR";"Belarus";"2016";"4";"The statutory and regulatory framework does not explicitly recognize the land rights of rural communities in Belarus."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"BLZ";"Belize";"2016";"4";"Belize's statutory and regulatory framework does not explicitly recognize community rights to land."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"CHE";"Switzerland";"2016";"4";"State-level (cantonal) laws recognize community rights to ""Group inherited"" forests and common pastures (e.g. Canton Graubünden). However, since LandMark's assessment is limited to national level laws, state-level laws are not assessed. There are no explicit provisions recognizing and protecting community land rights in federal laws."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"CHL";"Chile";"2016";"2";"The Law No. 5 on Agricultural Communities 1968 (Amended 1993) provides communities with rights to own, use and enjoy lands held in common. However, the law establishes limitations on these ownership rights and it is unclear whether communities can use these lands for non-agricultural purpose."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"CHN";"China";"2016";"1";"The law grants ownership of collectively-owned lands, forests, mountains, grasslands, unclaimed land, beaches to all members of the village collectives."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"CIV";"Ivory Coast";"2016";"3";"Community/ customary lands recognized as existing but denied status as property until certificated and then Certificates converted into property titles. Opportunity to do so lasts only till 2019 at which point the customary domain ceases to exist.  Almost no uptake of certification or conversionary titling. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"COG";"Congo";"2016";"3";"Constitution implies recognition of property acquired in accordance with custom and land law recognizes pre-existing customary rights but same law also suggests formal entitlement is necessary to be protected. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"CRI";"Costa Rica";"2016";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"CUB";"Cuba";"2016";"3";"Decree No. 125 establishes that agricultural cooperatives are granted use rights to agricultural land for purposes of conducting agricultural production activities. The state retains ownership rights over agricultural land. Article 19 of the Constitution provides that ""Small farmers, with prior authorization from the competent State agency, and in compliance with the other legal requirements, may incorporate their land only into agricultural-livestock cooperatives of production. They also may sell, exchange, or transfer it, through another title, to the State and to agricultural-livestock production cooperatives, or to small farmers, in the instances, forms and conditions that the law establishes without prejudice to the State's preferential right to its purchase, through payment of its fair price""."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"CZE";"Czech Republic";"2016";"N/A";"Researcher could not find evidence of ""indigenous"" or ""community"" land in the Czech Republic that falls within LandMark's definition of these terms."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"DEU";"Germany";"2016";"2";"The Federal Forest Act recognizes ownership rights to community forests. These ""community forests"" are set up like private corporations (associations) for purposes of forestry production and sale. ""Forstbetriebsgemeinschaften"" community forests are also recognized by the Federal Forest Act (Sec. 16)."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"DNK";"Denmark";"2016";"N/A";"Researcher could not find evidence of ""indigenous"" or ""community"" land in Denmark that falls within LandMark's definition of these terms."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ECU";"Ecuador";"2016";"1";"The 2008 Constitution establishes that Indigenous communes, communities, peoples and nations are recognized and guaranteed protection."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ESP";"Spain";"2016";"4";"According to a secondary source (see comments box), some privately owned forests in Spain are held and managed collectively in practice. However, the national law on Forests (Law No. 43/2004) does not explicitly grant communities rights to forest lands."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"EST";"Estonia";"2016";"N/A";"Researcher could not find evidence of ""indigenous"" or ""community"" land in Estonia that falls within LandMark's definition of these terms."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ETH";"Ethiopia";"2016";"3";"Customary/ community based rights recognized only obliquely. Individual holding rights for farms and houses acquired through direct  state allocation. Weak provision for communal holdings. Neither are equivalent in security to leaseholds."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"FIN";"Finland";"2016";"2";"The law states that the Aland Islands are autonomous and the Aland Parliament shall represent the people of the Aland Islands in matters relating to its autonomy. However, ownership rights are limited to the Aland Islands and not other parts of Finland and decision-making power is granted to the Aland Parliament."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"GAB";"Gabon";"2016";"4";"Only registered lands are deemed to be property, the rest is State property. No provision for customary rights to be registered. Unregistered homesteads in recognized settlements enjoy lawful possession. Most land area of communities is outside these."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"GBR";"United Kingdom";"2016";"N/A";"Reviewer could not find evidence of ""indigenous"" or ""community"" land in the United Kingdom-England that falls within LandMark's definition of these terms."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"GHA";"Ghana";"2016";"1";"Customary lands constitutionally recognized as lawfully owned and lawfully governed by customary authorities and cannot be alienated into statutory freehold tenure."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"GMB";"Gambia";"2016";"2";"Strong support for customary rights but with limitations, mainly the fact that the State may declare any regions' lands (customary land) state property, distinct from compulsory acquisition processes."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"GUF";"French Guiana";"2016";"4";"The statutory and regulatory framework does not recognize the land rights of indigenous and local communities in French Guiana."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"GUY";"Guyana";"2016";"3";"The Forest Rights Act grants communities the right to enter into community forest management agreements (CFMAs), but the procedures are not yet established in regulations"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"HND";"Honduras";"2016";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"HTI";"Haiti";"2016";"N/A"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"HUN";"Hungary";"2016";"4";"The statutory and regulator framework does not explicitly recognize the land rights of local communities in Hungary."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"IRL";"Ireland";"2016";"N/A";"Reviewer could not find evidence of ""indigenous"" or ""community"" land in Ireland that falls within LandMark's definition of these terms"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"IRQ";"Iraq";"2016";"3";"Collectives in Iraq are granted possession rights to agricultural units for purposes of establishing a collective farm. Collectives are also granted compensation in case their land is requisitioned. However, the Agrarian Reform Authority retains broad authority over these lands."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ISL";"Iceland";"2016";"N/A";"Research could not find evidence of ""indigenous"" or ""community"" land in Iceland that falls within LandMark's definition of these terms."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ISR";"Israel";"2016";"4";"Communal land is not recognized in any of the Israeli laws assessed. The Israel Land Administration [ILA] manages approximately 93% of Israel's land. The remaining 7% of land is either privately owned or under the protection of religious authorities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ITA";"Italy";"2016";"4";"National-level statutory and regulatory framework does not explicitly recognize the land rights of indigenous or local communities. However, collective property rights of rural communities in Northern Italy are recognized by state-level laws in Trentino."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"JAM";"Jamaica";"2016";"4";"Jamaica's statutory and regulatory frameworks do not recognize the land rights of the Maroons and has not accepted or rejected the treaty between the Maroons and Great Britain"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"JOR";"Jordan";"2016";"4";"The statutory and regulatory framework does not adequately recognize or protect indigenous or community land rights in Jordan."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"KGZ";"Kyrgyzstan";"2016";"3";"Local communities are granted the right to form Pasture User Unions, but communities are only granted use rights to pasture; pastures are owned by the state. Pasture User Unions represent the interests of livestock owners and pasture users."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"KHM";"Cambodia";"2016";"3";"The Forestry Law (2002) recognizes the traditional user rights of local communities living within Permanent Forest Reserves. Communities can also establish Community Forest Agreements under Article 44 of the Law on Forestry."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"LAO";"Lao";"2016";"3";"The Land Law 2003 and implementing decrees recognize use rights to collectively and customarily held land."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"LBR";"Liberia";"2016";"3";"Ambivalent status: Policy recognises customary rights including communal holdings as property, registered or not, but not yet entrenched in land law. Forest law does however recognise community forestlands as owned,  the major communal resource."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"LBY";"Libya";"2016";"4";"The law does not recognize the rights that tribes exercise over land as lawful forms of ownership. Law No. 7/1986 deems all land in Libya unowned and limits registration to developments on the land (house, etc.) within limits of owning one plot, premise, or farm."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"LKA";"Sri Lanka";"2016";"4";"The law is silent on whether communities have legal rights to land."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"LTU";"Lithuania";"2016";"N/A";"Researcher could not find evidence of ""indigenous"" or ""community"" land in Lithuania that falls within LandMark's definition of this term."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"LVA";"Latvia";"2016";"4";"The statutory and regulatory framework does not explicitly recognize the land rights of local communities in Latvia."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"MKD";"Macedonia";"2016";"4";"The statutory and regulatory framework does not explicitly recognize community land rights in Macedonia."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"MMR";"Myanmar";"2016";"4";"Myanmar has not yet enacted a law that recognizes community or indigenous land rights."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"MOZ";"Mozambique";"2016";"1";"While State owns the soil, communities & their members own rights to the land in accordance with custom or by occupation in good faith and may register these rights as DUATS with equivalent force to DUATS not acquired on basis of custom or occupation."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"NGA";"Nigeria";"2016";"2";"While all land is vested in State Governors or Local Government Authorities (LGA) as trustees, customary right holders are assumed to be lawful possessors without certificates."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"NIC";"Nicaragua";"2016";"1";"Indigenous communities in Nicaragua are granted ownership rights that are recognized and protected by the 1987 Constitution. The Statute Autonomy of the Atlantic Coast (187) and the Communal Land Law(2003) provide indigenous peoples with the right to own and use communal lands based on their traditional and customary patterns of land and resource use and occupancy."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"NLD";"Netherlands";"2016";"N/A";"Researcher could not find evidence of ""indigenous"" or ""community"" land in the Netherlands that falls within LandMark's definition of these terms."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"NOR";"Norway";"2016";"3";"The law grants communities the rights use Bygd commons for agricultural purposes. Bygd commons are defined as ""community-owned commons (as opposed to state-owned) where farmers living in a “bygd"" have certain use rights (profits) tied to their cadastral farm units (rights of common appendant) such as fishing, grazing, logging, etc."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"NPL";"Nepal";"2016";"3";"Land is divided into three tenure types: state land, private land, and Guthi (religious) land. Communities are granted user rights to forests, but the state retains broad power to extinguish forest areas collectively held and used by communities. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"NZL";"New Zealand";"2016";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"OMN";"Oman";"2016";"4";"There is no explicit legal recognition of land rights held by indigenous peoples and local communities in  Oman"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"PAK";"Pakistan";"2016";"1";"The Constitution recognizes customary law and the Federally Administered Tribal Areas, which follow customary tenure systems (Pashtunwali) and provide for collective tenure and community based land governance by villages, clans and shura."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"PAN";"Panama";"2016";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"PNG";"Papua New Guinea";"2016";"1";"The law provides clear ownership rights to communities that hold customary land."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"POL";"Poland";"2016";"4";"The national level statutory and regulatory framework does not explicitly recognize the rights of local communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"PRT";"Portugal";"2016";"2";"Law No. 68/93 (Law on Baldios) states that vacant land (wasteland) in Portugal is owned and managed by local communities (Art. 1). However, communities must abide by use plans that are developed in cooperation with Portuguese administrative bodies (Art. 6)."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"PRY";"Paraguay";"2016";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ROU";"Romania";"2016";"2";"The law provides for community ownership rights to forest lands (Art. 92, Forest Code, 2008). However, communities must form an association to obtain these rights (Arts. 93-95, Forest Code, 2008)."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"RWA";"Rwanda";"2016";"3";"Although most recognized parcels have roots in customary ownership the customary regime is extinguished at registration. Many rights curtailed including to common lands."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SAU";"Saudi Arabia";"2016";"4";"Saudi Arabia's statutory and regulatory framework does not explicitly grant communities rights to land."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SGP";"Singapore";"2016";"N/A";"Not applicable"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SLE";"Sierra Leone";"2016";"1";"Since 1927 customary rights accorded full legal support as owned lands, vested in Tribal Authorities (TA) as trustees for communities. TA govern lands by customary law, which is given full constitutional support as the applicable law in 85% of country."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SUR";"Suriname";"2016";"4";"Suriname does not have a statutory or regulatory framework that recognizes the land rights of Indigenous Peoples and local communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SVK";"Slovakia";"2016";"2";"The law grants communities rights to ""community forests"" which are defined as property belonging to many owners that cannot be divided because the forests are supposed to be managed as a whole. However, there are no explicit community rights to other commons aside from forest lands."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SWE";"Sweden";"2016";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"SYR";"Syrian Arab Republic";"2016";"4";"The statutory and regulatory legal frameworks do not recognize land rights held by indigenous or local communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"TJK";"Tajikistan";"2016";"3";"Pastures are state property in Tajikistan. However, local communities can obtain rights to use pastures under short-term leases if the community obtains a certificate signifying the Pasture User Union is registered."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"TKM";"Turkmenistan";"2016";"4";"Turkmenistan's statutory laws are silent on whether communities have legal rights to land."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"TLS";"Timor-Leste";"2016";"1";"The law establishes that 'community property is the land that it is used in common by a community, according to their customary practices'. There is no restriction to the type of property that can be owned by a community."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"TUR";"Turkey";"2016";"3";"Article 4 of the Law on Pastures, 1998 provides that villages have right to use rangelands, pastures and winter pastrues. "
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"UKR";"Ukraine";"2016";"2";"Articles 142-143 of the Constitution recognize community property rights. Article 83 of the 2001 Land Code and Article 9 of the 1994 Forest Code recognize communal ownership rights to land and forests in Ukraine. Article 56 of 2009 the Land Code provides that  forest lands are held in state, communal and private property."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"URY";"Uruguay";"2016";"4";"The statutory and regulatory framework does not explicitly recognize the land rights of indigenous and local communities in Uruguay."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"UZB";"Uzbekistan";"2016";"4";"The statutory and regulatory legal framework does not explicitly recognize the rights of indigenous and local communities in Uzbekistan"
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"VEN";"Venezuela";"2016";"N/A";"Not applicable: National legislation applies only to Indigenous peoples and not non-indigenous communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"VNM";"Vietnam";"2016";"2";"Communities may only be allocated land use rights through certificates. The State retains broad authority to recover land use rights granted to communities."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"YEM";"Yemen";"2016";"4";"Yemen's statutory and regulatory framework does not explicitly recognize community land rights. Yemen's State Land Authority estimates that 90 percent of all land in Yemen is state owned."
"LMM-LSIC-1CL";"I - Legal Status - Community Lands";"ZAF";"South Africa";"2016";"2";"Customary land is vested in the State or in the Ingonyama Trust in KawZulu Natal. Nevertheless rights protected as if property."
